,provider,title,name,preview,tree,group,abstract,keywords,legend,contact,endpoint,metadata,update,service,max_zoom,center_lat,center_lon,bbox,keywords_nlp,summary,lang_3,lang_2,metaquality
20708,KT_ZH,Fliessrichtung P300,fliessrichtung-t300-p,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Fliessrichtung P300||https://wms.zh.ch/OGDAwelOberAbflussZH?||fliessrichtung-t300-p||1.3.0&E=2687520.269415628&N=1260562.7059100897&zoom=3,KT_ZH/Naturgefahren: Oberflächenabfluss/OGDAwelOberAbflussZH,OGDAwelOberAbflussZH,nan,nan,http://wms.zh.ch/OGDAwelOberAbflussZH?version=1.3.0&service=WMS&request=GetLegendGraphic&sld_version=1.1.0&layer=fliessrichtung-t300-p&format=image/png&STYLE=default,nan,https://wms.zh.ch/OGDAwelOberAbflussZH,http://wms.zh.ch/OGDAwelOberAbflussZH?request=GetMetadata&layer=fliessrichtung-t300-p,nan,WMS,3.0,47.49,8.6,8.157224 47.141694 9.041588 47.848223,,summary,DEU,NA,25
20709,KT_ZH,wb-ofa-fliesstiefen-t100-vektor,wb-ofa-fliesstiefen-t100-vektor,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||wb-ofa-fliesstiefen-t100-vektor||https://wms.zh.ch/OGDAwelOberAbflussZH?||wb-ofa-fliesstiefen-t100-vektor||1.3.0&E=2687520.269415628&N=1260562.7059100897&zoom=3,KT_ZH/Naturgefahren: Oberflächenabfluss/OGDAwelOberAbflussZH,OGDAwelOberAbflussZH,wb-ofa-fliesstiefen-t100-vektor,nan,http://wms.zh.ch/OGDAwelOberAbflussZH?version=1.3.0&service=WMS&request=GetLegendGraphic&sld_version=1.1.0&layer=wb-ofa-fliesstiefen-t100-vektor&format=image/png&STYLE=default,nan,https://wms.zh.ch/OGDAwelOberAbflussZH,nan,nan,WMS,3.0,47.49,8.6,8.157224 47.141694 9.041588 47.848223,,summary,NAN,NA,0
20710,KT_ZH,Fliessrichtung P100,fliessrichtung-t100-p,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Fliessrichtung P100||https://wms.zh.ch/OGDAwelOberAbflussZH?||fliessrichtung-t100-p||1.3.0&E=2687520.269415628&N=1260562.7059100897&zoom=3,KT_ZH/Naturgefahren: Oberflächenabfluss/OGDAwelOberAbflussZH,OGDAwelOberAbflussZH,nan,nan,http://wms.zh.ch/OGDAwelOberAbflussZH?version=1.3.0&service=WMS&request=GetLegendGraphic&sld_version=1.1.0&layer=fliessrichtung-t100-p&format=image/png&STYLE=default,nan,https://wms.zh.ch/OGDAwelOberAbflussZH,http://wms.zh.ch/OGDAwelOberAbflussZH?request=GetMetadata&layer=fliessrichtung-t100-p,nan,WMS,3.0,47.49,8.6,8.157224 47.141694 9.041588 47.848223,,summary,DEU,NA,25
20711,KT_ZH,wb-ofa-fliesstiefen-t30-vektor,wb-ofa-fliesstiefen-t30-vektor,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||wb-ofa-fliesstiefen-t30-vektor||https://wms.zh.ch/OGDAwelOberAbflussZH?||wb-ofa-fliesstiefen-t30-vektor||1.3.0&E=2687520.269415628&N=1260562.7059100897&zoom=3,KT_ZH/Naturgefahren: Oberflächenabfluss/OGDAwelOberAbflussZH,OGDAwelOberAbflussZH,wb-ofa-fliesstiefen-t30-vektor,nan,http://wms.zh.ch/OGDAwelOberAbflussZH?version=1.3.0&service=WMS&request=GetLegendGraphic&sld_version=1.1.0&layer=wb-ofa-fliesstiefen-t30-vektor&format=image/png&STYLE=default,nan,https://wms.zh.ch/OGDAwelOberAbflussZH,nan,nan,WMS,3.0,47.49,8.6,8.157224 47.141694 9.041588 47.848223,,summary,NAN,NA,0
20712,KT_ZH,Fliessrichtung P30,fliessrichtung-t30-p,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Fliessrichtung P30||https://wms.zh.ch/OGDAwelOberAbflussZH?||fliessrichtung-t30-p||1.3.0&E=2687520.269415628&N=1260562.7059100897&zoom=3,KT_ZH/Naturgefahren: Oberflächenabfluss/OGDAwelOberAbflussZH,OGDAwelOberAbflussZH,nan,nan,http://wms.zh.ch/OGDAwelOberAbflussZH?version=1.3.0&service=WMS&request=GetLegendGraphic&sld_version=1.1.0&layer=fliessrichtung-t30-p&format=image/png&STYLE=default,nan,https://wms.zh.ch/OGDAwelOberAbflussZH,http://wms.zh.ch/OGDAwelOberAbflussZH?request=GetMetadata&layer=fliessrichtung-t30-p,nan,WMS,3.0,47.49,8.6,8.157224 47.141694 9.041588 47.848223,,summary,DEU,NA,25
20716,KT_ZH,Fliesstiefe P1000 Raster,wb-ofa-fliesstiefen-t1000-raster,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Fliesstiefe P1000 Raster||https://wms.zh.ch/OGDAwelOberAbflussZH?||wb-ofa-fliesstiefen-t1000-raster||1.3.0&E=2687520.269415628&N=1260562.7059100897&zoom=3,KT_ZH/Naturgefahren: Oberflächenabfluss/wb-ofa-fliesstiefen-t1000-raster,wb-ofa-fliesstiefen-t1000-vektor,nan,nan,http://wms.zh.ch/OGDAwelOberAbflussZH?version=1.3.0&service=WMS&request=GetLegendGraphic&sld_version=1.1.0&layer=wb-ofa-fliesstiefen-t1000-raster&format=image/png&STYLE=default,nan,https://wms.zh.ch/OGDAwelOberAbflussZH,http://wms.zh.ch/OGDAwelOberAbflussZH?request=GetMetadata&layer=wb-ofa-fliesstiefen-t1000-raster,nan,WMS,3.0,47.49,8.6,8.157224 47.141694 9.041588 47.848223,,summary,DEU,NA,25
20717,KT_ZH,Fliesstiefe P300 Raster,wb-ofa-fliesstiefen-t300-raster,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Fliesstiefe P300 Raster||https://wms.zh.ch/OGDAwelOberAbflussZH?||wb-ofa-fliesstiefen-t300-raster||1.3.0&E=2687520.269415628&N=1260562.7059100897&zoom=3,KT_ZH/Naturgefahren: Oberflächenabfluss/wb-ofa-fliesstiefen-t300-raster,wb-ofa-fliesstiefen-t300-vektor,nan,nan,http://wms.zh.ch/OGDAwelOberAbflussZH?version=1.3.0&service=WMS&request=GetLegendGraphic&sld_version=1.1.0&layer=wb-ofa-fliesstiefen-t300-raster&format=image/png&STYLE=default,nan,https://wms.zh.ch/OGDAwelOberAbflussZH,http://wms.zh.ch/OGDAwelOberAbflussZH?request=GetMetadata&layer=wb-ofa-fliesstiefen-t300-raster,nan,WMS,3.0,47.49,8.6,8.157224 47.141694 9.041588 47.848223,,summary,DEU,NA,25
20718,KT_ZH,Fliesstiefe P100 Raster,wb-ofa-fliesstiefen-t100-raster,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Fliesstiefe P100 Raster||https://wms.zh.ch/OGDAwelOberAbflussZH?||wb-ofa-fliesstiefen-t100-raster||1.3.0&E=2687520.269415628&N=1260562.7059100897&zoom=3,KT_ZH/Naturgefahren: Oberflächenabfluss/wb-ofa-fliesstiefen-t100-raster,wb-ofa-fliesstiefen-t100-vektor,nan,nan,http://wms.zh.ch/OGDAwelOberAbflussZH?version=1.3.0&service=WMS&request=GetLegendGraphic&sld_version=1.1.0&layer=wb-ofa-fliesstiefen-t100-raster&format=image/png&STYLE=default,nan,https://wms.zh.ch/OGDAwelOberAbflussZH,http://wms.zh.ch/OGDAwelOberAbflussZH?request=GetMetadata&layer=wb-ofa-fliesstiefen-t100-raster,nan,WMS,3.0,47.49,8.6,8.157224 47.141694 9.041588 47.848223,,summary,DEU,NA,25
20719,KT_ZH,Fliesstiefe P30 Raster,wb-ofa-fliesstiefen-t30-raster,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Fliesstiefe P30 Raster||https://wms.zh.ch/OGDAwelOberAbflussZH?||wb-ofa-fliesstiefen-t30-raster||1.3.0&E=2687520.269415628&N=1260562.7059100897&zoom=3,KT_ZH/Naturgefahren: Oberflächenabfluss/wb-ofa-fliesstiefen-t30-raster,wb-ofa-fliesstiefen-t30-vektor,nan,nan,http://wms.zh.ch/OGDAwelOberAbflussZH?version=1.3.0&service=WMS&request=GetLegendGraphic&sld_version=1.1.0&layer=wb-ofa-fliesstiefen-t30-raster&format=image/png&STYLE=default,nan,https://wms.zh.ch/OGDAwelOberAbflussZH,http://wms.zh.ch/OGDAwelOberAbflussZH?request=GetMetadata&layer=wb-ofa-fliesstiefen-t30-raster,nan,WMS,3.0,47.49,8.6,8.157224 47.141694 9.041588 47.848223,,summary,DEU,NA,25
20720,KT_ZH,Orthofoto ZH 2014-2024,OrthoZHWMS,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Orthofoto ZH 2014-2024||https://wms.zh.ch/OrthoZHWMS?||OrthoZHWMS||1.3.0&E=2687520.269415628&N=1260562.7059100897&zoom=3,KT_ZH/Orthofoto ZH 2014-2024/OrthoZHWMS,OrthoZHWMS,Geodienst des GIS-ZH,"GIS-ZH, Geodaten",nan,nan,https://wms.zh.ch/OrthoZHWMS,nan,nan,WMS,3.0,47.49,8.6,8.157224 47.141694 9.041588 47.848223,geodienst,summary,DEU,DE,25
20721,KT_ZH,Orthofoto ZH FCIR Sommer 2014/15,ortho_fcir_2014,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Orthofoto ZH FCIR Sommer 2014/15||https://wms.zh.ch/OrthoZHWMS?||ortho_fcir_2014||1.3.0&E=2687520.269415628&N=1260562.7059100897&zoom=3,KT_ZH/Orthofoto ZH 2014-2024/OrthoZHWMS,OrthoZHWMS,nan,nan,nan,nan,https://wms.zh.ch/OrthoZHWMS,https://wms.zh.ch/OrthoZHWMS?request=GetMetadata&layer=ortho_fcir_2014,nan,WMS,3.0,47.49,8.6,8.157224 47.141694 9.041588 47.848223,,summary,ENG,NA,25
20723,KT_ZH,Kacheleinteilung ZH Sommer 2014/15,kachelung_2014,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Kacheleinteilung ZH Sommer 2014/15||https://wms.zh.ch/OrthoZHWMS?||kachelung_2014||1.3.0&E=2687520.269415628&N=1260562.7059100897&zoom=3,KT_ZH/Orthofoto ZH 2014-2024/OrthoZHWMS,OrthoZHWMS,nan,nan,https://wms.zh.ch/OrthoZHWMS?version=1.3.0&service=WMS&request=GetLegendGraphic&sld_version=1.1.0&layer=kachelung_2014&format=image/png&STYLE=default,nan,https://wms.zh.ch/OrthoZHWMS,https://wms.zh.ch/OrthoZHWMS?request=GetMetadata&layer=kachelung_2014,nan,WMS,3.0,47.49,8.6,8.157224 47.141694 9.041588 47.848223,,summary,DEU,NA,25
20724,KT_ZH,Orthofoto ZH FCIR Frühjahr 2015/16,ortho_w_fcir_2015,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Orthofoto ZH FCIR Frühjahr 2015/16||https://wms.zh.ch/OrthoZHWMS?||ortho_w_fcir_2015||1.3.0&E=2687520.269415628&N=1260562.7059100897&zoom=3,KT_ZH/Orthofoto ZH 2014-2024/OrthoZHWMS,OrthoZHWMS,nan,nan,nan,nan,https://wms.zh.ch/OrthoZHWMS,https://wms.zh.ch/OrthoZHWMS?request=GetMetadata&layer=ortho_w_fcir_2015,nan,WMS,3.0,47.49,8.6,8.157224 47.141694 9.041588 47.848223,,summary,DEU,NA,25
20726,KT_ZH,Kacheleinteilung ZH Frühjahr 2015/16,kachelung_2015,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Kacheleinteilung ZH Frühjahr 2015/16||https://wms.zh.ch/OrthoZHWMS?||kachelung_2015||1.3.0&E=2687520.269415628&N=1260562.7059100897&zoom=3,KT_ZH/Orthofoto ZH 2014-2024/OrthoZHWMS,OrthoZHWMS,nan,nan,https://wms.zh.ch/OrthoZHWMS?version=1.3.0&service=WMS&request=GetLegendGraphic&sld_version=1.1.0&layer=kachelung_2015&format=image/png&STYLE=default,nan,https://wms.zh.ch/OrthoZHWMS,https://wms.zh.ch/OrthoZHWMS?request=GetMetadata&layer=kachelung_2015,nan,WMS,3.0,47.49,8.6,8.157224 47.141694 9.041588 47.848223,,summary,DEU,NA,25
20727,KT_ZH,Orthofoto ZH FCIR Sommer 2018,ortho_s_fcir_2018,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Orthofoto ZH FCIR Sommer 2018||https://wms.zh.ch/OrthoZHWMS?||ortho_s_fcir_2018||1.3.0&E=2687520.269415628&N=1260562.7059100897&zoom=3,KT_ZH/Orthofoto ZH 2014-2024/OrthoZHWMS,OrthoZHWMS,nan,nan,nan,nan,https://wms.zh.ch/OrthoZHWMS,https://wms.zh.ch/OrthoZHWMS?request=GetMetadata&layer=ortho_s_fcir_2018,nan,WMS,3.0,47.49,8.6,8.157224 47.141694 9.041588 47.848223,,summary,ENG,NA,25
20729,KT_ZH,Kacheleinteilung ZH Sommer 2018,kachelung_2018,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Kacheleinteilung ZH Sommer 2018||https://wms.zh.ch/OrthoZHWMS?||kachelung_2018||1.3.0&E=2687520.269415628&N=1260562.7059100897&zoom=3,KT_ZH/Orthofoto ZH 2014-2024/OrthoZHWMS,OrthoZHWMS,nan,nan,https://wms.zh.ch/OrthoZHWMS?version=1.3.0&service=WMS&request=GetLegendGraphic&sld_version=1.1.0&layer=kachelung_2018&format=image/png&STYLE=default,nan,https://wms.zh.ch/OrthoZHWMS,https://wms.zh.ch/OrthoZHWMS?request=GetMetadata&layer=kachelung_2018,nan,WMS,3.0,47.49,8.6,8.157224 47.141694 9.041588 47.848223,,summary,DEU,NA,25
20730,KT_ZH,Orthofoto ZH FCIR Sommer 2020,ortho_s_fcir_2020,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Orthofoto ZH FCIR Sommer 2020||https://wms.zh.ch/OrthoZHWMS?||ortho_s_fcir_2020||1.3.0&E=2687520.269415628&N=1260562.7059100897&zoom=3,KT_ZH/Orthofoto ZH 2014-2024/OrthoZHWMS,OrthoZHWMS,nan,nan,nan,nan,https://wms.zh.ch/OrthoZHWMS,https://wms.zh.ch/OrthoZHWMS?request=GetMetadata&layer=ortho_s_fcir_2020,nan,WMS,3.0,47.49,8.6,8.157224 47.141694 9.041588 47.848223,,summary,ENG,NA,25
20732,KT_ZH,Kacheleinteilung ZH Sommer 2020,kachelung_2020,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Kacheleinteilung ZH Sommer 2020||https://wms.zh.ch/OrthoZHWMS?||kachelung_2020||1.3.0&E=2687520.269415628&N=1260562.7059100897&zoom=3,KT_ZH/Orthofoto ZH 2014-2024/OrthoZHWMS,OrthoZHWMS,nan,nan,https://wms.zh.ch/OrthoZHWMS?version=1.3.0&service=WMS&request=GetLegendGraphic&sld_version=1.1.0&layer=kachelung_2020&format=image/png&STYLE=default,nan,https://wms.zh.ch/OrthoZHWMS,https://wms.zh.ch/OrthoZHWMS?request=GetMetadata&layer=kachelung_2020,nan,WMS,3.0,47.49,8.6,8.157224 47.141694 9.041588 47.848223,,summary,DEU,NA,25
20733,KT_ZH,Orthofoto ZH FCIR Frühjahr 2021/22,ortho_w_fcir_2021,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Orthofoto ZH FCIR Frühjahr 2021/22||https://wms.zh.ch/OrthoZHWMS?||ortho_w_fcir_2021||1.3.0&E=2687520.269415628&N=1260562.7059100897&zoom=3,KT_ZH/Orthofoto ZH 2014-2024/OrthoZHWMS,OrthoZHWMS,nan,nan,nan,nan,https://wms.zh.ch/OrthoZHWMS,https://wms.zh.ch/OrthoZHWMS?request=GetMetadata&layer=ortho_w_fcir_2021,nan,WMS,3.0,47.49,8.6,8.157224 47.141694 9.041588 47.848223,,summary,DEU,NA,25
20735,KT_ZH,Kacheleinteilung ZH Frühjahr 2021/22,kachelung_2021,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Kacheleinteilung ZH Frühjahr 2021/22||https://wms.zh.ch/OrthoZHWMS?||kachelung_2021||1.3.0&E=2687520.269415628&N=1260562.7059100897&zoom=3,KT_ZH/Orthofoto ZH 2014-2024/OrthoZHWMS,OrthoZHWMS,nan,nan,https://wms.zh.ch/OrthoZHWMS?version=1.3.0&service=WMS&request=GetLegendGraphic&sld_version=1.1.0&layer=kachelung_2021&format=image/png&STYLE=default,nan,https://wms.zh.ch/OrthoZHWMS,https://wms.zh.ch/OrthoZHWMS?request=GetMetadata&layer=kachelung_2021,nan,WMS,3.0,47.49,8.6,8.157224 47.141694 9.041588 47.848223,,summary,DEU,NA,25
20736,KT_ZH,Orthofoto ZH FCIR Sommer 2024,ortho_s_fcir_2024,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Orthofoto ZH FCIR Sommer 2024||https://wms.zh.ch/OrthoZHWMS?||ortho_s_fcir_2024||1.3.0&E=2687520.269415628&N=1260562.7059100897&zoom=3,KT_ZH/Orthofoto ZH 2014-2024/OrthoZHWMS,OrthoZHWMS,nan,nan,nan,nan,https://wms.zh.ch/OrthoZHWMS,https://wms.zh.ch/OrthoZHWMS?request=GetMetadata&layer=ortho_s_fcir_2024,nan,WMS,3.0,47.49,8.6,8.157224 47.141694 9.041588 47.848223,,summary,ENG,NA,25
20737,KT_ZH,Orthofoto ZH Sommer 2024,ortho_s_2024,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Orthofoto ZH Sommer 2024||https://wms.zh.ch/OrthoZHWMS?||ortho_s_2024||1.3.0&E=2687520.269415628&N=1260562.7059100897&zoom=3,KT_ZH/Orthofoto ZH 2014-2024/OrthoZHWMS,OrthoZHWMS,nan,nan,nan,nan,https://wms.zh.ch/OrthoZHWMS,https://wms.zh.ch/OrthoZHWMS?request=GetMetadata&layer=ortho_s_2024,nan,WMS,3.0,47.49,8.6,8.157224 47.141694 9.041588 47.848223,,summary,ENG,NA,25
20738,KT_ZH,Kacheleinteilung ZH Sommer 2024,kachelung_2024,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Kacheleinteilung ZH Sommer 2024||https://wms.zh.ch/OrthoZHWMS?||kachelung_2024||1.3.0&E=2687520.269415628&N=1260562.7059100897&zoom=3,KT_ZH/Orthofoto ZH 2014-2024/OrthoZHWMS,OrthoZHWMS,nan,nan,https://wms.zh.ch/OrthoZHWMS?version=1.3.0&service=WMS&request=GetLegendGraphic&sld_version=1.1.0&layer=kachelung_2024&format=image/png&STYLE=default,nan,https://wms.zh.ch/OrthoZHWMS,https://wms.zh.ch/OrthoZHWMS?request=GetMetadata&layer=kachelung_2024,nan,WMS,3.0,47.49,8.6,8.157224 47.141694 9.041588 47.848223,,summary,DEU,NA,25
20739,KT_ZH,Orthofoto ZH FCIR aktuell Sommer (2024),ortho_s_fcir,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Orthofoto ZH FCIR aktuell Sommer (2024)||https://wms.zh.ch/OrthoZHWMS?||ortho_s_fcir||1.3.0&E=2687520.269415628&N=1260562.7059100897&zoom=3,KT_ZH/Orthofoto ZH 2014-2024/OrthoZHWMS,OrthoZHWMS,nan,nan,nan,nan,https://wms.zh.ch/OrthoZHWMS,https://wms.zh.ch/OrthoZHWMS?request=GetMetadata&layer=ortho_s_fcir,nan,WMS,3.0,47.49,8.6,8.157224 47.141694 9.041588 47.848223,,summary,NAN,NA,25
20740,KT_ZH,Orthofoto ZH aktuell Sommer (2024),ortho_s,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Orthofoto ZH aktuell Sommer (2024)||https://wms.zh.ch/OrthoZHWMS?||ortho_s||1.3.0&E=2687520.269415628&N=1260562.7059100897&zoom=3,KT_ZH/Orthofoto ZH 2014-2024/OrthoZHWMS,OrthoZHWMS,nan,nan,nan,nan,https://wms.zh.ch/OrthoZHWMS,https://wms.zh.ch/OrthoZHWMS?request=GetMetadata&layer=ortho_s,nan,WMS,3.0,47.49,8.6,8.157224 47.141694 9.041588 47.848223,,summary,NAN,NA,25
20741,KT_ZH,Kacheleinteilung ZH aktuell Sommer (2024),kachelung_s,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Kacheleinteilung ZH aktuell Sommer (2024)||https://wms.zh.ch/OrthoZHWMS?||kachelung_s||1.3.0&E=2687520.269415628&N=1260562.7059100897&zoom=3,KT_ZH/Orthofoto ZH 2014-2024/OrthoZHWMS,OrthoZHWMS,nan,nan,https://wms.zh.ch/OrthoZHWMS?version=1.3.0&service=WMS&request=GetLegendGraphic&sld_version=1.1.0&layer=kachelung_s&format=image/png&STYLE=default,nan,https://wms.zh.ch/OrthoZHWMS,https://wms.zh.ch/OrthoZHWMS?request=GetMetadata&layer=kachelung_s,nan,WMS,3.0,47.49,8.6,8.157224 47.141694 9.041588 47.848223,,summary,DEU,NA,25
20742,KT_ZH,Orthofoto ZH FCIR aktuell Frühjahr (2021/22),ortho_w_fcir,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Orthofoto ZH FCIR aktuell Frühjahr (2021/22)||https://wms.zh.ch/OrthoZHWMS?||ortho_w_fcir||1.3.0&E=2687520.269415628&N=1260562.7059100897&zoom=3,KT_ZH/Orthofoto ZH 2014-2024/OrthoZHWMS,OrthoZHWMS,nan,nan,nan,nan,https://wms.zh.ch/OrthoZHWMS,https://wms.zh.ch/OrthoZHWMS?request=GetMetadata&layer=ortho_w_fcir,nan,WMS,3.0,47.49,8.6,8.157224 47.141694 9.041588 47.848223,,summary,DEU,NA,25
20743,KT_ZH,Orthofoto ZH aktuell Frühjahr (2021/22),ortho_w,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Orthofoto ZH aktuell Frühjahr (2021/22)||https://wms.zh.ch/OrthoZHWMS?||ortho_w||1.3.0&E=2687520.269415628&N=1260562.7059100897&zoom=3,KT_ZH/Orthofoto ZH 2014-2024/OrthoZHWMS,OrthoZHWMS,nan,nan,nan,nan,https://wms.zh.ch/OrthoZHWMS,https://wms.zh.ch/OrthoZHWMS?request=GetMetadata&layer=ortho_w,nan,WMS,3.0,47.49,8.6,8.157224 47.141694 9.041588 47.848223,,summary,DEU,NA,25
20744,KT_ZH,Kacheleinteilung ZH aktuell Frühjahr (2021/22),kachelung_w,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Kacheleinteilung ZH aktuell Frühjahr (2021/22)||https://wms.zh.ch/OrthoZHWMS?||kachelung_w||1.3.0&E=2687520.269415628&N=1260562.7059100897&zoom=3,KT_ZH/Orthofoto ZH 2014-2024/OrthoZHWMS,OrthoZHWMS,nan,nan,https://wms.zh.ch/OrthoZHWMS?version=1.3.0&service=WMS&request=GetLegendGraphic&sld_version=1.1.0&layer=kachelung_w&format=image/png&STYLE=default,nan,https://wms.zh.ch/OrthoZHWMS,https://wms.zh.ch/OrthoZHWMS?request=GetMetadata&layer=kachelung_w,nan,WMS,3.0,47.49,8.6,8.157224 47.141694 9.041588 47.848223,,summary,DEU,NA,25
20745,KT_ZH,Orthofoto ZH FCIR aktuell (2024),ortho_fcir,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Orthofoto ZH FCIR aktuell (2024)||https://wms.zh.ch/OrthoZHWMS?||ortho_fcir||1.3.0&E=2687520.269415628&N=1260562.7059100897&zoom=3,KT_ZH/Orthofoto ZH 2014-2024/OrthoZHWMS,OrthoZHWMS,nan,nan,nan,nan,https://wms.zh.ch/OrthoZHWMS,https://wms.zh.ch/OrthoZHWMS?request=GetMetadata&layer=ortho_fcir,nan,WMS,3.0,47.49,8.6,8.157224 47.141694 9.041588 47.848223,,summary,ENG,NA,25
20746,KT_ZH,Orthofoto ZH aktuell (2024),ortho,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Orthofoto ZH aktuell (2024)||https://wms.zh.ch/OrthoZHWMS?||ortho||1.3.0&E=2687520.269415628&N=1260562.7059100897&zoom=3,KT_ZH/Orthofoto ZH 2014-2024/OrthoZHWMS,OrthoZHWMS,nan,nan,nan,nan,https://wms.zh.ch/OrthoZHWMS,https://wms.zh.ch/OrthoZHWMS?request=GetMetadata&layer=ortho,nan,WMS,3.0,47.49,8.6,8.157224 47.141694 9.041588 47.848223,,summary,ENG,NA,25
20747,KT_ZH,Kacheleinteilung ZH aktuell (2024),kachelung,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Kacheleinteilung ZH aktuell (2024)||https://wms.zh.ch/OrthoZHWMS?||kachelung||1.3.0&E=2687520.269415628&N=1260562.7059100897&zoom=3,KT_ZH/Orthofoto ZH 2014-2024/OrthoZHWMS,OrthoZHWMS,nan,nan,https://wms.zh.ch/OrthoZHWMS?version=1.3.0&service=WMS&request=GetLegendGraphic&sld_version=1.1.0&layer=kachelung&format=image/png&STYLE=default,nan,https://wms.zh.ch/OrthoZHWMS,https://wms.zh.ch/OrthoZHWMS?request=GetMetadata&layer=kachelung,nan,WMS,3.0,47.49,8.6,8.157224 47.141694 9.041588 47.848223,,summary,DEU,NA,25
20748,KT_ZH,WMS Naturgefahren: Intensitäten Massenbewegungen,AwelGKHWmassenbewegungWMS,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||WMS Naturgefahren: Intensitäten Massenbewegungen||https://wms.zh.ch/AwelGKHWmassenbewegungWMS?||AwelGKHWmassenbewegungWMS||1.3.0&E=2687520.269415628&N=1260562.7059100897&zoom=3,KT_ZH/WMS Naturgefahren: Intensitäten Massenbewegungen/AwelGKHWmassenbewegungWMS,AwelGKHWmassenbewegungWMS,Geodienst des GIS-ZH,"GIS-ZH, Geodaten",https://wms.zh.ch/AwelGKHWmassenbewegungWMS?version=1.3.0&service=WMS&request=GetLegendGraphic&sld_version=1.1.0&layer=permanente-rutschungen&format=image/png&STYLE=default,nan,https://wms.zh.ch/AwelGKHWmassenbewegungWMS,nan,nan,WMS,3.0,47.49,8.6,8.157224 47.141694 9.041588 47.848223,geodienst,summary,DEU,DE,25
20750,KT_ZH,Intensität (MB300),intensitaetsflaechen-massenbewegungen-mb300,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Intensität (MB300)||https://wms.zh.ch/AwelGKHWmassenbewegungWMS?||intensitaetsflaechen-massenbewegungen-mb300||1.3.0&E=2687520.269415628&N=1260562.7059100897&zoom=3,KT_ZH/WMS Naturgefahren: Intensitäten Massenbewegungen/AwelGKHWmassenbewegungWMS,AwelGKHWmassenbewegungWMS,nan,nan,https://wms.zh.ch/AwelGKHWmassenbewegungWMS?version=1.3.0&service=WMS&request=GetLegendGraphic&sld_version=1.1.0&layer=intensitaetsflaechen-massenbewegungen-mb300&format=image/png&STYLE=default,nan,https://wms.zh.ch/AwelGKHWmassenbewegungWMS,https://wms.zh.ch/AwelGKHWmassenbewegungWMS?request=GetMetadata&layer=intensitaetsflaechen-massenbewegungen-mb300,nan,WMS,3.0,47.49,8.6,8.157224 47.141694 9.041588 47.848223,,summary,DEU,NA,25
